Valor Total dos Rendimentos recebidos
Sigla,Código,Município,1970,1980,1991,2000,
PR,4101002,Ampére,392.6579935667,2072.1045522209,1102.3633085438,3664.2460978292,
PR,4101051,Anahy,,,,396.6919970685,
PR,4101101,Andirá,1159.3839549818,3151.1539912533,2192.3925285236,5059.7825571054,
PR,4101150,Ângulo,,,,631.9490873595,
PR,4101200,Antonina,1332.1453533918,2179.6924239208,1760.2892943506,3777.6828798206,
PR,4101309,Antônio Olinto,252.7021817702,531.3288598481,452.5762103369,845.4988054448,
PR,4101408,Apucarana,5823.5802339612,13865.2648378431,14777.2349109934,30714.2628125884,
PR,4101507,Arapongas,4773.3790935396,9777.6602031399,11530.8113982799,25647.7557006501,
PR,4101606,Arapoti,708.7164598253,2095.4812063726,3499.2580062229,8001.6404072085,
PR,4101655,Arapuã,,,,434.1487111516,
PR,4101705,Araruna,918.5399943583,1163.7525716992,1039.4663338499,2431.7357102762,
PR,4101804,Araucária,1240.1781745855,5180.9109199889,8623.6175839438,22510.3664998141,
PR,4101853,Ariranha do Ivaí,,,,420.1176833205,
PR,4101903,Assaí,1945.0962148896,4268.2821140972,3096.1487767501,3568.8885041274,
PR,4102000,Assis Chateaubriand,3419.3527173635,8667.2667786659,5176.6285478712,11444.7929253028,
PR,4102109,Astorga,1635.1732110027,3531.1321870463,3259.8036530409,6314.1058414688,
PR,4102208,Atalaia,258.2799627008,454.2653092142,458.6561238431,918.3581313495,
PR,4102307,Balsa Nova,275.106091313,701.1972897186,813.1268625452,2007.1769771223,
PR,4102406,Bandeirantes,2246.5496131111,5297.5747802059,4337.6655998814,7663.3218416735,
PR,4102505,Barbosa Ferraz,1117.6728626509,2706.5736165784,1450.6731692305,2234.3345796985,
PR,4102604,Barracão,582.3325072955,1696.5529204195,1637.104197692,2181.0546968858,
PR,4102703,Barra do Jacaré,306.5865804295,504.6762813042,349.3785129411,547.8780747423,
PR,4102752,Bela Vista da Caroba,,,,548.9940319374,
PR,4102802,Bela Vista do Paraíso,1085.4491204525,3278.7835844049,2090.3154422746,3886.1459862744,
PR,4102901,Bituruna,368.2968831254,1358.1235181044,1008.2474226947,2531.5173660444,
PR,4103008,Boa Esperança,617.2683017017,918.5119834646,901.0094868445,827.4074174076,
PR,4103024,Boa Esperança do Iguaçu,,,,509.8055445873,
PR,4103040,Boa Ventura de São Roque,,,,1218.0125909017,
PR,4103057,Boa Vista da Aparecida,,,542.5001879102,1526.5514708113,
PR,4103107,Bocaiúva do Sul,453.3805138832,1328.0532070482,937.4958483537,1689.1404752758,
PR,4103156,Bom Jesus do Sul,,,,460.9526326807,
PR,4103206,Bom Sucesso,756.3619785839,969.6340123843,692.6187799517,1101.9665214062,
PR,4103222,Bom Sucesso do Sul,,,,631.6797819352,
PR,4103305,Borrazópolis,1302.8260006747,1790.7887399189,1230.4492621528,1479.9138319321,
PR,4103354,Braganey,,,629.9712443837,715.2733008154,
PR,4103370,Brasilândia do Sul,,,,699.2935381948,
PR,4103404,Cafeara,179.1143275483,276.0682845869,198.327135984,387.5552049663,
PR,4103453,Cafelândia,,,1835.7639911657,2884.4498801084,
PR,4103479,Cafezal do Sul,,,,936.3343449015,
PR,4103503,Califórnia,554.7277592173,805.5318635984,734.4389802336,1568.0838697148,
PR,4103602,Cambará,1810.6785567463,3897.2890420922,3947.160158857,5526.6041642308,
PR,4103701,Cambé,2333.4531990746,8534.9014663792,10028.7461981938,23141.3756897892,
PR,4103800,Cambira,945.7223736501,1131.3543224136,905.5033154714,1392.6321165276,
PR,4103909,Campina da Lagoa,1337.5124331887,2469.3897905998,1663.7849126242,3197.2020700576,
PR,4103958,Campina do Simão,,,,496.300074438,
PR,4104006,Campina Grande do Sul,498.8813270648,1184.9375399101,2541.2678540173,7229.3362290833,
PR,4104055,Campo Bonito,,,326.947132225,615.1402504133,
PR,4104105,Campo do Tenente,172.3709247493,337.5238017706,380.3420641091,869.572254242,
PR,4104204,Campo Largo,2710.3163397617,9148.3001739543,10310.3723331463,24454.9780216146,
PR,4104253,Campo Magro,,,,4556.8195900169,
PR,4104303,Campo Mourão,4318.8426229777,13161.7991110588,12959.2459317873,22444.5205739116,
PR,4104402,Cândido de Abreu,647.3502378799,1288.6865560263,1143.1188481232,2021.6440474772,
PR,4104428,Candói,,,,2482.6450511966,
PR,4104451,Cantagalo,,,1275.3461452209,1898.0261287918,
PR,4104501,Capanema,872.2495351847,3181.5630288143,1909.6136321543,4212.5516333393,
PR,4104600,Capitão Leônidas Marques,850.4825616379,4006.0612468217,1436.8547255491,3532.130239504,
PR,4104659,Carambeí,,,,4045.3736245577,
PR,4104709,Carlópolis,725.4961955274,1884.9596368381,1139.9273915965,2727.1567944129,
PR,4104808,Cascavel,6353.4365607252,33271.7187536574,39174.0017300927,83973.054162519,
PR,4104907,Castro,2504.8305423309,9161.576819183,9349.917808475,14504.5405857866,
PR,4105003,Catanduvas,1011.6408999072,2795.9306094749,1009.6853069149,1906.8798553975,
PR,4105102,Centenário do Sul,891.7374570187,1586.9640532555,1671.4345328891,2005.928125245,
PR,4105201,Cerro Azul,706.3513879249,1134.3038865066,1245.2733061743,2026.374838596,
PR,4105300,Céu Azul,992.2573621211,3721.8464105718,1373.9637858473,2699.3651118036,
PR,4105409,Chopinzinho,1062.7407574366,4290.0612426495,1945.9793651,4525.9715668024,
PR,4105508,Cianorte,3467.8806679345,8247.7804821716,7562.5756139251,17728.4978856156,
PR,4105607,Cidade Gaúcha,570.4800852626,1403.3965557374,927.316583091,2103.2368546453,
PR,4105706,Clevelândia,893.4501286196,3013.8792952902,1738.3165759048,3508.2302760907,
PR,4105805,Colombo,1241.0896019669,8765.7517787927,15845.3795267833,42765.820014206,
PR,4105904,Colorado,1014.2089407897,2679.8325031702,2686.205252193,5862.750063902,
PR,4106001,Congonhinhas,687.4926699353,702.9774856832,488.1166897728,1084.2052978756,
PR,4106100,Conselheiro Mairinck,261.6376495754,356.4528335369,285.0615758274,932.3605723212,
PR,4106209,Contenda,421.7647121121,1175.4159199356,1114.4398960225,2721.5175301564,
PR,4106308,Corbélia,1594.6683343365,5328.1629933349,2268.7200411759,3702.6204362352,
PR,4106407,Cornélio Procópio,3731.5953667596,8803.1372382017,7615.8687481766,14597.7564641241,
PR,4106456,Coronel Domingos Soares,,,,678.1010337177,
PR,4106506,Coronel Vivida,1047.2068646768,3474.1255467907,2751.0432859559,4517.8004361312,
PR,4106555,Corumbataí do Sul,,,311.1452398563,476.3291226262,
PR,4106571,Cruzeiro do Iguaçu,,,,618.1225182904,
PR,4106605,Cruzeiro do Oeste,1928.2565550119,3430.3002961355,2573.3162619968,4618.0046227484,
PR,4106704,Cruzeiro do Sul,347.0518298182,602.7137681598,448.6112741907,884.4109470357,
PR,4106803,Cruz Machado,456.119628622,1273.7556171451,1181.220929216,2459.3456525078,
PR,4106852,Cruzmaltina,,,,408.3612101781,
PR,4106902,Curitiba,106013.214208808,348426.767115728,438091.712842063,967582.301313416,
PR,4107009,Curiúva,900.6207327999,2013.5051357058,691.4941038561,1682.5997451404,
PR,4107108,Diamante do Norte,348.7036107246,975.4408420783,800.6217174042,1233.0262915395,
PR,4107124,Diamante do Sul,,,,476.2412259364,
PR,4107157,Diamante D'Oeste,,,427.3533885487,716.2961218673,
PR,4107207,Dois Vizinhos,1643.261041678,4958.8299948395,4192.4337837598,8315.995590632,
PR,4107256,Douradina,,,641.9756312193,1356.9244516917,
PR,4107306,Doutor Camargo,397.1107464253,846.9190899101,596.1393887783,1295.9961217924,
PR,4107405,Enéas Marques,428.5554743402,1171.2956435613,1123.6927936208,1779.9762607501,
PR,4107504,Engenheiro Beltrão,1153.1141464743,2774.7412055598,1596.1527413234,3677.4410805643,
PR,4107520,Esperança Nova,,,,348.1580230827,
PR,4107538,Entre Rios do Oeste,,,,1184.7749146818,
PR,4107546,Espigão Alto do Iguaçu,,,,860.5912415766,
PR,4107553,Farol,,,,633.589161182,
PR,4107603,Faxinal,1673.044323497,2474.0142138832,2123.3110201245,3464.3450663641,
PR,4107652,Fazenda Rio Grande,,,,12063.9507189084,
PR,4107702,Fênix,554.4059084029,725.7275854111,471.6610007078,807.7459974348,
PR,4107736,Fernandes Pinheiro,,,,916.0000141041,
PR,4107751,Figueira,,,984.3891067096,1561.3470706598,
PR,4107801,Floraí,465.6949319801,935.3638959133,676.4913662945,1263.0523709645,
PR,4107850,Flor da Serra do Sul,,,,753.2225146446,
PR,4107900,Floresta,361.3234488135,842.2344037763,767.0735857462,1207.0024969936,
PR,4108007,Florestópolis,485.4244835547,1312.9632100859,1323.5649665886,1922.3290966831,
PR,4108106,Flórida,141.7100437128,216.1862774727,280.515038958,516.1042308121,
PR,4108205,Formosa do Oeste,1816.6661417169,3158.7131929489,1741.4851542123,1614.4357355974,
PR,4108304,Foz do Iguaçu,3134.9622448999,36363.1412381046,41474.4538725252,83160.4973043556,
PR,4108320,Francisco Alves,,1298.4513780469,789.2360046697,1033.5431511692,
PR,4108403,Francisco Beltrão,2020.2073029958,8687.7220959333,8852.370797603,20393.4631842711,
PR,4108452,Foz do Jordão,,,,884.6806268923,
PR,4108502,General Carneiro,309.7480639547,1045.1511152251,1208.9350995164,2416.6825720752,
PR,4108551,Godoy Moreira,,,250.4119210835,421.6755138,
PR,4108601,Goioerê,2857.5316754829,9675.7291088768,6592.8145709453,6671.7724378223,
PR,4108650,Goioxim,,,,939.3482513642,
PR,4108700,Grandes Rios,1232.9979052157,2300.4638806707,962.5264090644,1092.5057142533,
PR,4108809,Guaíra,1548.8282729993,5299.6571865244,4260.810004775,7119.3273217215,
PR,4108908,Guairaçá,338.4556101688,699.4354190372,491.8603919119,921.7979725976,
PR,4108957,Guamiranga,,,,768.5194118182,
PR,4109005,Guapirama,232.8247527944,353.1156605822,321.6919392024,662.2170475535,
PR,4109104,Guaporema,239.7469616014,322.8272383321,169.9498460154,356.4036208239,
PR,4109203,Guaraci,383.6374720928,686.6356344159,731.8047258352,979.724283337,
PR,4109302,Guaraniaçu,1289.0676032484,3394.6991099546,1766.7090691831,3583.1804806469,
PR,4109401,Guarapuava,7361.0296792189,25970.5547873457,22407.7590481161,44642.7955702831,
PR,4109500,Guaraqueçaba,345.0173074029,493.0590375088,502.1056043508,1215.5153152718,
PR,4109609,Guaratuba,609.8309382879,1617.233433341,2594.426329684,7504.2724908993,
PR,4109658,Honório Serpa,,,,839.0697320346,
PR,4109708,Ibaiti,1532.9087391735,3024.6213611994,2874.8966199969,4680.5284851615,
PR,4109757,Ibema,,,505.1078047591,877.1480052589,
PR,4109807,Ibiporã,1777.4535009031,4036.9917260579,4951.6460876951,11509.3031603048,
PR,4109906,Icaraíma,951.3040206565,1939.4360886734,976.8315267351,2016.1278600517,
PR,4110003,Iguaraçu,470.0606981322,798.911731852,501.9646586593,808.779388832,
PR,4110052,Iguatu,,,,287.3524265394,
PR,4110078,Imbaú,,,,1318.3613233507,
PR,4110102,Imbituva,832.5932621673,2606.1343526997,2637.7552703182,4533.7107029861,
PR,4110201,Inácio Martins,338.8422177536,912.8328034812,758.8863626327,1619.6037037781,
PR,4110300,Inajá,191.8288844955,227.9353826576,234.8446722323,451.098320926,
PR,4110409,Indianópolis,396.2640758145,814.3415306413,497.7871350526,791.325158691,
PR,4110508,Ipiranga,400.6395071562,815.4138509378,888.1359037096,2255.0138039157,
PR,4110607,Iporã,2428.8215581088,4221.9486295174,2371.0881967853,2908.4092458834,
PR,4110656,Iracema do Oeste,,,,380.8667090052,
PR,4110706,Irati,2569.9468578494,6139.2346930767,5102.7537606444,11037.0359951201,
PR,4110805,Iretama,501.8156786339,1848.9444964008,1141.7697108255,2083.1873499947,
PR,4110904,Itaguajé,366.5136556403,507.3227389415,486.3061157239,1094.7525412045,
PR,4110953,Itaipulândia,,,,1581.3120120541,
PR,4111001,Itambaracá,566.1607120207,806.5572281572,1039.8672235903,1107.0359164993,
PR,4111100,Itambé,567.2683427513,1283.268320906,718.0151279453,1415.6512764851,
PR,4111209,Itapejara d'Oeste,476.8408286517,1443.9704799965,848.5728094437,1931.8994640895,
PR,4111258,Itaperuçu,,,,2511.8733489294,
PR,4111308,Itaúna do Sul,129.2545138474,381.17807619,353.5232420739,591.6145500357,
PR,4111407,Ivaí,361.4104355201,925.5605863177,813.4540614659,1704.5124287943,
PR,4111506,Ivaiporã,3345.2574406865,6964.4842924976,4498.1661679762,7015.2030096785,
PR,4111555,Ivaté,,,,1062.973998123,
PR,4111605,Ivatuba,504.4591079954,523.0387974715,587.4842230138,805.9837644862,
PR,4111704,Jaboti,174.8597110769,424.9044868095,269.2590779144,806.2700297428,
PR,4111803,Jacarezinho,2805.6083437978,6280.0099213643,6202.5427289797,11157.6959298426,
PR,4111902,Jaguapitã,862.2760260142,1368.887404094,1388.1451719943,2310.8410886058,
PR,4112009,Jaguariaíva,1018.0759831573,2033.4339035174,3709.8782452788,6583.2615769541,
PR,4112108,Jandaia do Sul,1546.205140536,2941.318746137,2847.6724195398,5526.5360665572,
PR,4112207,Janiópolis,924.6049008459,1161.5990148927,1291.9212281257,1117.7019942318,
PR,4112306,Japira,273.8737796363,490.4366402066,316.3079082733,932.730995866,
PR,4112405,Japurá,650.0178302155,1068.1234930205,746.6663326117,1723.5472088657,
PR,4112504,Jardim Alegre,1133.6233250834,2445.1134949809,1562.7843019672,1973.0280353538,
PR,4112603,Jardim Olinda,75.8504751123,117.817636173,113.9520861222,229.8510915419,
PR,4112702,Jataizinho,625.7833337583,1472.0719208405,1692.3792009897,2089.6526265365,
PR,4112751,Jesuítas,,,1110.9538136488,2212.0936234164,
PR,4112801,Joaquim Távora,593.5769889013,1686.2913443302,1035.9311615452,1944.513681092,
PR,4112900,Jundiaí do Sul,324.3425002833,901.686595631,402.8088271088,959.1308003367,
PR,4112959,Juranda,,,1118.8278637918,1510.9737119746,
PR,4113007,Jussara,558.3415736168,707.1329788608,728.0966289846,1207.4597125185,
PR,4113106,Kaloré,694.2641017842,859.0426312591,759.5871317234,830.4703886781,
PR,4113205,Lapa,1835.9172664052,4592.5012226508,4336.0494840439,9671.7264906892,
PR,4113254,Laranjal,,,,743.488580486,
PR,4113304,Laranjeiras do Sul,1999.922003018,8520.4986003269,5255.7737292453,6600.1735213308,
PR,4113403,Leópolis,531.0267812272,611.0345668304,473.9083242878,846.6214083905,
PR,4113429,Lidianópolis,,,,753.5416249791,
PR,4113452,Lindoeste,,,445.772949516,838.8040085843,
PR,4113502,Loanda,1119.3120788107,3188.6336757733,2530.6687637141,4326.8159038783,
PR,4113601,Lobato,249.7939262131,498.5787561653,609.1300755854,1083.4179662023,
PR,4113700,Londrina,25097.6868101232,78550.6051539203,95966.6932908951,193519.664353,
PR,4113734,Luiziana,,,778.1699296697,1071.0671140541,
PR,4113759,Lunardelli,,,535.9070410476,831.0020882522,
PR,4113809,Lupionópolis,304.1132584054,569.7249429402,386.5194274162,937.1760357873,
PR,4113908,Mallet,565.1603648948,943.745763926,1112.8044785091,2603.1575211124,
PR,4114005,Mamborê,1264.9819507114,3809.9578218763,2293.040102805,2613.8302278114,
PR,4114104,Mandaguaçu,1058.5963241268,1838.3695982944,1970.7728118058,3927.1620206505,
PR,4114203,Mandaguari,1995.8664894528,3580.8857340032,4010.4002075373,7418.9405812533,
PR,4114302,Mandirituba,512.1023399482,1726.28168225,4531.1380516206,3988.9032967433,
PR,4114351,Manfrinópolis,,,,443.6525349094,
PR,4114401,Mangueirinha,530.7687206643,1855.2431964083,1689.0490675905,3431.0163355428,
PR,4114500,Manoel Ribas,697.1462613293,1461.6386516339,1169.5401561654,2101.1764860744,
PR,4114609,Marechal Cândido Rondon,2764.0944213352,11044.54410794,7751.0093761754,13834.5180245644,
PR,4114708,Maria Helena,1683.233366396,2271.9452596036,628.1453294624,815.6106704635,
PR,4114807,Marialva,1800.7369427015,6392.0454602548,3809.6172068445,8647.2001479029,
PR,4114906,Marilândia do Sul,1031.8363136215,1368.034001483,1303.4540022964,1733.2256159526,
PR,4115002,Marilena,241.2257356135,760.8541960444,508.9904419073,1170.4780502183,
PR,4115101,Mariluz,847.0871805238,1403.3671635962,1009.492149254,1454.1550944585,
PR,4115200,Maringá,12220.0413862869,42065.5069162987,59199.2765858918,132255.946582148,
PR,4115309,Mariópolis,271.6768820353,1081.2048776528,541.8487845467,1479.3398233237,
PR,4115358,Maripá,,,,1705.1382256341,
PR,4115408,Marmeleiro,473.7924278451,1745.5058899704,1535.7004937848,2658.793403561,
PR,4115457,Marquinho,,,,604.4201427828,
PR,4115507,Marumbi,528.2151775663,2059.9449875769,509.4861971262,821.4130924929,
PR,4115606,Matelândia,920.0419648255,3331.142681949,1907.3768928804,3321.5462732197,
PR,4115705,Matinhos,436.7389903928,1014.2195606667,2005.2468920853,6877.1741307929,
PR,4115739,Mato Rico,,,,460.3342692482,
PR,4115754,Mauá da Serra,,,,1168.5491982942,
PR,4115804,Medianeira,1670.1157710416,9557.9986186101,6146.8335643314,10355.9919020452,
PR,4115853,Mercedes,,,,1333.7126556829,
PR,4115903,Mirador,107.5522970711,171.0946556623,175.459337386,372.0772795288,
PR,4116000,Miraselva,380.4643903401,652.8064896726,451.4018095303,422.7002397545,
PR,4116059,Missal,,,1387.4037835791,2515.0763403336,
PR,4116109,Moreira Sales,812.4278105408,2078.0919016355,1513.0897626868,2334.3797901286,
PR,4116208,Morretes,761.239033267,1860.9676295358,1555.2439036933,3446.9398193952,
PR,4116307,Munhoz de Melo,308.7786454357,408.551523879,312.7590250032,758.6610107553,
PR,4116406,Nossa Senhora das Graças,252.5417396225,695.6935216753,355.2091481104,578.2213349443,
PR,4116505,Nova Aliança do Ivaí,73.2863003057,85.927118204,90.7327124791,250.7389950954,
PR,4116604,Nova América da Colina,253.0105013191,430.7121229951,285.4207080108,571.0276121926,
PR,4116703,Nova Aurora,1045.7570862335,2676.2816547259,1615.3655576194,3514.2343637462,
PR,4116802,Nova Cantu,607.3837122757,1079.3630298799,1035.1169678946,1551.218189859,
PR,4116901,Nova Esperança,1705.8837382742,4100.7749574455,3577.5297142085,6441.8655626585,
PR,4116950,Nova Esperança do Sudoeste,,,,983.3086793731,
PR,4117008,Nova Fátima,612.8445444119,988.2242280355,1185.4113790248,1911.0619200651,
PR,4117057,Nova Laranjeiras,,,,1784.6020312709,
PR,4117107,Nova Londrina,687.6096187297,2631.5649171306,1862.3217971159,3405.1126403683,
PR,4117206,Nova Olímpia,293.3926300771,584.3059092382,604.7930947003,1005.3320730316,
PR,4117214,Nova Santa Bárbara,,,,619.4083324762,
PR,4117222,Nova Santa Rosa,,1220.5992577719,873.4025074649,1722.0619879706,
PR,4117255,Nova Prata do Iguaçu,,,1037.4932499984,1973.2382449016,
PR,4117271,Nova Tebas,,,794.4712339842,1181.9842883407,
PR,4117297,Novo Itacolomi,,,,353.2530380833,
PR,4117305,Ortigueira,1522.7747878553,3899.3670127064,1757.3474754361,2883.8789948217,
PR,4117404,Ourizona,323.6582048581,699.9603555096,585.2693615653,709.2045720423,
PR,4117453,Ouro Verde do Oeste,,,634.2123970451,828.783334147,
PR,4117503,Paiçandu,553.5737355765,1671.9707852342,2206.0591707908,5524.0687474395,
PR,4117602,Palmas,1793.7538431999,4701.6720582949,4263.7519030178,8297.852882106,
PR,4117701,Palmeira,1362.536575638,4209.3428509498,3789.6898068196,8348.7333537252,
PR,4117800,Palmital,1071.3746713255,2760.2628429254,1432.358158983,2430.6255654338,
PR,4117909,Palotina,2208.6456389721,8468.6887684209,5272.2162224845,9152.6057557687,
PR,4118006,Paraíso do Norte,543.9945661425,1341.7609220789,1116.5961031981,2432.7201399687,
PR,4118105,Paranacity,519.4227545676,1058.1639480647,937.8880950798,1983.0165617831,
PR,4118204,Paranaguá,6295.4947154628,15805.9886697012,18247.7026426935,38332.5713483145,
PR,4118303,Paranapoema,163.1358360659,179.0040987718,181.8658543658,342.3467057631,
PR,4118402,Paranavaí,4798.9251562285,14527.447778988,12295.8139961674,23366.7899183451,
PR,4118451,Pato Bragado,,,,1152.0814158611,
PR,4118501,Pato Branco,2356.6844488491,9141.9776376372,10435.6174483206,22542.9607391456,
PR,4118600,Paula Freitas,190.2901863078,369.8221805034,314.0664491248,885.5710718249,
PR,4118709,Paulo Frontin,213.4972731082,412.6057127408,780.2266284595,1146.0058449478,
PR,4118808,Peabiru,1310.7137619249,2591.9051511888,1461.2573228523,2646.8110491058,
PR,4118857,Perobal,,,,860.0513672681,
