PIB Municipal - serviços - administração pública - valor adicionado - preços básicos
Sigla,Código,Município,1970,1975,1980,1985,1996,
PR,4114005,Mamborê,3043.9607949048,3469.9455651534,3333.2208529157,3328.01251949,15368.0016407094,
PR,4114104,Mandaguaçu,2824.5375466056,5026.6360949289,7538.1601480195,5687.3538881372,16401.8174180511,
PR,4114203,Mandaguari,5720.1912677196,6107.5418884248,5495.1579349315,5494.6428341886,24991.9021253612,
PR,4114302,Mandirituba,2214.8655998987,2588.1292386632,2548.4866404333,3418.5947417721,6986.9845247622,
PR,4114351,Manfrinópolis,,,,,,
PR,4114401,Mangueirinha,2042.7833101821,2701.6810047741,3010.9507978088,4010.5245159129,18371.4519111891,
PR,4114500,Manoel Ribas,430.4675658761,1342.0988437532,3526.033149243,2876.1098870769,9640.5400616669,
PR,4114609,Marechal Cândido Rondon,5463.2723044362,11723.0776404367,21197.6763075567,15614.5022870904,40369.4847571591,
PR,4114708,Maria Helena,2598.3064170939,3657.721990626,4338.9919242918,1104.6415594075,5119.8334103802,
PR,4114807,Marialva,3615.7180800919,8300.7667969594,16058.3043936296,6219.8247485358,24486.6459567777,
PR,4114906,Marilândia do Sul,1938.6750959532,2517.5169102247,2754.8476255448,3339.0454999718,9463.7941680638,
PR,4115002,Marilena,205.2838027049,547.8488227373,1232.0394167905,929.0744768818,2893.8569701231,
PR,4115101,Mariluz,2075.5658766346,3710.3891092332,5589.3359267031,4640.0163951727,11263.2202461072,
PR,4115200,Maringá,54119.5135376,81706.9803632294,103949.464902214,121900.181916698,595575.004140218,
PR,4115309,Mariópolis,1061.0868393897,987.4978823529,774.4247762682,902.1186010302,6096.8399846755,
PR,4115358,Maripá,,,,,5171.7893493577,
PR,4115408,Marmeleiro,62.84198042,3577.3833083173,4559.7591575382,7902.3255481162,13630.269375235,
PR,4115457,Marquinho,,,,,,
PR,4115507,Marumbi,1130.3177544855,1291.7709999468,1244.0227788989,1346.729686045,5068.264009577,
PR,4115606,Matelândia,1890.4962442979,3807.8925791995,6463.2563116788,5655.227300146,13277.1855848057,
PR,4115705,Matinhos,1015.9453501213,2482.2166724723,5110.5406936541,4482.5367562521,29912.0747813278,
PR,4115739,Mato Rico,,,,,2816.9715604262,
PR,4115754,Mauá da Serra,,,,,5486.2729307995,
PR,4115804,Medianeira,1243.8522657774,4224.5055756113,12090.4034906352,9674.0772646243,43430.1719582565,
PR,4115853,Mercedes,,,,,4806.8111237652,
PR,4115903,Mirador,125.6839608397,173.9902909618,202.9681957144,221.534424267,2916.2300810764,
PR,4116000,Miraselva,492.6811264918,649.9392857702,722.4993703314,1085.6945707768,5862.2214875322,
PR,4116059,Missal,,,,654.6380642207,8585.9408356265,
PR,4116109,Moreira Sales,2815.1112495425,4444.277649089,5912.4111139517,4719.5850640608,10769.3482645006,
PR,4116208,Morretes,2846.4275031185,5417.5729462297,8688.948624913,6085.8566007492,18855.5668598379,
PR,4116307,Munhoz de Melo,921.5776428576,1316.8990232117,1585.7358390272,1248.8968952248,3980.5945108073,
PR,4116406,Nossa Senhora das Graças,954.779155846,1191.3379252079,1252.6358204146,690.7921890847,1841.7761146387,
PR,4116505,Nova Aliança do Ivaí,251.3679216794,279.63362261,262.1360461257,377.5296059882,3176.6880306507,
PR,4116604,Nova América da Colina,720.588042148,729.4707638532,622.281015097,947.1918656273,4355.9926962177,
PR,4116703,Nova Aurora,755.1511313788,1857.6838299647,3850.9470336152,3677.2739994896,13178.7007270512,
PR,4116802,Nova Cantu,1465.0560368555,1125.2323690074,728.2626185455,1260.0565757028,6086.0000612275,
PR,4116901,Nova Esperança,8582.7482124791,10703.6017364922,11248.4150208784,7251.9326156055,14383.6992370255,
PR,4116950,Nova Esperança do Sudoeste,,,,,5439.059605574,
PR,4117008,Nova Fátima,4799.8704644703,3595.1749463993,2269.1769384857,3090.6061251122,14286.663357173,
PR,4117057,Nova Laranjeiras,,,,,9609.0326550759,
PR,4117107,Nova Londrina,3198.4473301038,4207.6097438116,4664.332715939,3698.8293886791,14216.0300191805,
PR,4117206,Nova Olímpia,280.2752326726,606.0737821057,1104.3941415298,977.9708083486,5720.5070434327,
PR,4117214,Nova Santa Bárbara,,,,,3159.4968474946,
PR,4117222,Nova Santa Rosa,,,1387.2314456981,520.8551494749,9125.7728073939,
PR,4117255,Nova Prata do Iguaçu,,,,2019.0744426495,7680.3258927644,
PR,4117271,Nova Tebas,,,,,8383.1217362871,
PR,4117297,Novo Itacolomi,,,,,2105.2773828069,
PR,4117305,Ortigueira,2380.1400084029,3626.172509935,4655.3489391582,4208.4564146616,16877.6760565992,
PR,4117404,Ourizona,1078.7873305413,1209.008137077,1141.7747417074,840.7779072856,2686.4385654443,
PR,4117453,Ouro Verde do Oeste,,,,,2665.7916675048,
PR,4117503,Paiçandu,2507.6044920212,2386.3627413064,1913.6905015341,2107.3151560781,14397.1218772616,
PR,4117602,Palmas,12876.0075781312,15197.9849275789,15116.4083870929,15035.8853462198,34665.0123076606,
PR,4117701,Palmeira,6897.1168243498,9399.0150396947,10793.3168863989,9021.0573781141,27321.1657549987,
PR,4117800,Palmital,741.1164224183,1621.5678178268,2989.7964188865,2492.8159550637,11107.2516939042,
PR,4117909,Palotina,2464.3482621655,12204.3961010103,24436.243579017,15260.6536897612,20713.0664908099,
PR,4118006,Paraíso do Norte,2873.7637646011,4157.9083800814,5069.400313615,4060.3611078292,14101.0939150377,
PR,4118105,Paranacity,1733.8102397846,3228.4771999323,5065.842752989,3893.8245734501,9890.099399524,
PR,4118204,Paranaguá,53035.8035852592,74187.3035029985,87447.5888705339,81089.0315004304,256890.696676196,
PR,4118303,Paranapoema,968.6043915385,1158.2881404633,1167.198193381,913.0392996893,2656.6994042642,
PR,4118402,Paranavaí,29955.410489914,36968.9755057748,38446.5501954797,35893.5485917506,132552.231554112,
PR,4118451,Pato Bragado,,,,,3876.1489432595,
PR,4118501,Pato Branco,12858.2023503455,19684.3972851385,25393.4558202489,28621.2943298717,109651.435697349,
PR,4118600,Paula Freitas,880.6256189505,1469.7529625004,2067.070046923,1522.7114056854,4003.2086105524,
PR,4118709,Paulo Frontin,984.4196232773,912.6792325731,713.040003867,1120.9914210697,5150.0249866745,
PR,4118808,Peabiru,3016.8340066902,5571.26493897,8669.8988239609,4993.5411702979,11284.3919123794,
PR,4118857,Perobal,,,,,,
PR,4118907,Pérola,1952.9192781819,4547.1693205364,8921.8677362975,4075.3980178603,9893.9750525469,
PR,4119004,Pérola d'Oeste,78.5524755249,1625.9993636836,1561.9563548428,2137.2986217843,8992.0330353631,
PR,4119103,Piên,256.7094900152,610.3121092808,1222.6998839471,1194.5587019334,5800.5465177347,
PR,4119152,Pinhais,,,,,135120.909268156,
PR,4119202,Pinhalão,1253.9069826447,927.7636738313,578.4518681848,629.5001605512,5537.1255291922,
PR,4119251,Pinhal de São Bento,,,,,2472.0861317718,
PR,4119301,Pinhão,3312.1913146638,4000.1888350273,4071.0214787396,4443.3495255142,25212.2466412142,
PR,4119400,Piraí do Sul,5070.7194000801,7589.7341827484,9572.8526484453,9026.7291018741,26103.5923666063,
PR,4119509,Piraquara,8042.4119175021,20191.5424746179,42717.9597022795,41367.8248765352,79386.0865713152,
PR,4119608,Pitanga,5688.3513309735,7933.807066766,9324.6959431796,8791.2256121155,24182.7966194683,
PR,4119657,Pitangueiras,,,,,2577.2166423062,
PR,4119707,Planaltina do Paraná,0,921.8424807958,882.6420257102,993.1514806059,3301.1635727332,
PR,4119806,Planalto,606.6345843198,1425.343270312,2822.0817765752,2151.5872515113,7680.2766497085,
PR,4119905,Ponta Grossa,119130.380175037,144935.195121171,163886.875593639,133229.383387201,434349.172226957,
PR,4119954,Pontal do Paraná,,,,,,
PR,4120002,Porecatu,6427.6872306132,7229.2502590647,6851.5621816053,5763.1349209047,25929.3684121402,
PR,4120101,Porto Amazonas,1628.2357126792,1639.3800501221,1390.9125847459,972.6567461751,2471.8201001735,
PR,4120150,Porto Barreiro,,,,,,
PR,4120200,Porto Rico,1412.2687733028,528.1776289697,166.4563892899,386.3896802778,5323.2286215616,
PR,4120309,Porto Vitória,257.6521197216,562.3555607665,1034.298962796,584.01904976,2669.1309647022,
PR,4120333,Prado Ferreira,,,,,,
PR,4120358,Pranchita,,,,1712.7547301338,6241.6125210297,
PR,4120408,Presidente Castelo Branco,398.8371023982,1119.2692195012,2646.8625537437,2202.7759332165,8651.5893646907,
PR,4120507,Primeiro de Maio,3172.1584349615,3590.1822803437,3424.0172896923,4232.1039196038,16849.8014032927,
PR,4120606,Prudentópolis,7034.1123416653,6435.8473315525,4962.0368787231,4926.6084905092,20003.3896757552,
PR,4120655,Quarto Centenário,,,,,,
PR,4120705,Quatiguá,1178.0776596048,1185.301587385,1004.9434704304,1355.845669642,7438.9693665763,
PR,4120804,Quatro Barras,2687.01834612,3118.6763070035,3050.1963087146,4045.7947873443,26458.3986566857,
PR,4120853,Quatro Pontes,,,,,3863.267805813,
PR,4120903,Quedas do Iguaçu,383.7550270975,947.3007964854,1970.5141067328,2509.5493357437,15837.8716153254,
PR,4121000,Querência do Norte,653.2423864647,1499.4517314845,2900.3368759451,2982.4597068256,10930.4396692354,
PR,4121109,Quinta do Sol,1128.3277584389,1343.4694232915,1347.9634659885,962.1398438893,3295.5366117273,
PR,4121208,Quitandinha,913.3034487689,1334.6879482541,1643.6229676129,1254.8074662931,5717.1359148651,
PR,4121257,Ramilândia,,,,,2911.2255346492,
PR,4121307,Rancho Alegre,1001.0727480886,1545.8568873877,2011.5496323535,1488.3732722441,4266.3707094933,
PR,4121356,Rancho Alegre D'Oeste,,,,,2988.3754420638,
PR,4121406,Realeza,1673.6914118495,2547.7868286394,3268.1998790746,4128.1765475673,13557.9141402867,
PR,4121505,Rebouças,2466.1287849441,3017.8452456351,3111.9742851849,2750.7987739625,9581.3072121613,
PR,4121604,Renascença,0,1298.8937258683,1243.6595332352,1008.8219459973,4215.9310944173,
PR,4121703,Reserva,2102.0642450449,1810.8376853826,4412.0342611444,133.2739848846,23111.149115973,
PR,4121752,Reserva do Iguaçu,,,,,,
PR,4121802,Ribeirão Claro,3960.5110793289,4322.2594122902,3974.9186594292,4032.669435554,19199.7162737997,
PR,4121901,Ribeirão do Pinhal,5349.0046367061,4566.0851769544,3284.5272099474,2595.488052386,13643.2496061018,
PR,4122008,Rio Azul,1099.9441306158,1415.2318256911,1534.4133459963,1556.6487130443,5789.0456309474,
PR,4122107,Rio Bom,94.2629706298,413.4883168825,1528.4216649421,1736.0078826483,6185.6250406634,
PR,4122156,Rio Bonito do Iguaçu,,,,,6051.0224845806,
PR,4122172,Rio Branco do Ivaí,,,,,,
PR,4122206,Rio Branco do Sul,2371.2373945102,4478.8181661433,7128.6886647687,6933.7296068009,17124.9624077438,
PR,4122305,Rio Negro,21495.832559058,28561.9129645318,31979.975990417,21641.2707778308,49666.1302311398,
PR,4122404,Rolândia,12465.0210261852,15533.8399487044,16312.5726135708,14865.2121535719,50923.5518116244,
PR,4122503,Roncador,445.1306946408,971.4332938852,1786.4721335487,1663.1381532701,7174.4498301272,
PR,4122602,Rondon,1170.1176754182,1774.1773397893,2266.847672476,2645.8735021643,10945.7725015196,
PR,4122651,Rosário do Ivaí,,,,,10294.7182140254,
PR,4122701,Sabáudia,641.6166200871,611.1189310509,490.4939903077,944.2421257585,7449.2552434375,
PR,4122800,Salgado Filho,284.3599613999,1247.0069689621,1433.5096922413,841.5501116046,9444.7406837899,
PR,4122909,Salto do Itararé,655.8608023155,939.7040382601,1134.5622556382,1124.5680176664,4119.3680981336,
PR,4123006,Salto do Lontra,219.9469314696,2117.3373172148,2671.8628429427,1987.5734114901,13642.0601634524,
PR,4123105,Santa Amélia,1135.6593228212,961.8236420534,686.436939986,1095.6639095278,5014.258092539,
PR,4123204,Santa Cecília do Pavão,589.3530397045,1148.4479668513,1885.8404190337,1763.5334161229,3488.4353874099,
PR,4123303,Santa Cruz de Monte Castelo,2275.6128476378,2017.9647781219,1507.9488397396,1518.9154518593,5123.9724417114,
PR,4123402,Santa Fé,1877.7183749459,2404.7891323367,2595.2629454642,2303.8336069393,7605.0637270519,
PR,4123501,Santa Helena,784.8963354442,2681.2663956694,7718.3674453289,6427.424621642,21808.1935504282,
PR,4123600,Santa Inês,419.7844292048,659.243426613,872.4149751107,1104.796949755,4596.988967397,
PR,4123709,Santa Isabel do Ivaí,2174.6467324298,3768.1261419783,5501.9921961341,4962.0386241188,11815.4703030116,
PR,4123808,Santa Izabel do Oeste,1408.7077277456,2045.0256010713,2501.6953561999,2435.9761259349,8214.6107036157,
PR,4123824,Santa Lúcia,,,,,3821.1711241829,
PR,4123857,Santa Maria do Oeste,,,,,7821.8391102814,
PR,4123907,Santa Mariana,5651.3792991596,6311.0765056746,5938.9580058229,4301.3549926364,12473.540545104,
PR,4123956,Santa Mônica,,,,,3581.9636492065,
PR,4124004,Santana do Itararé,721.6354084882,867.8769077655,879.5413307646,774.4732586051,3624.8412669814,
PR,4124020,Santa Tereza do Oeste,,,,,6453.1708417628,
PR,4124053,Santa Terezinha de Itaipu,,,,2005.1937109084,30155.2824142604,
PR,4124103,Santo Antônio da Platina,5505.9001144877,8940.7655127711,12234.2937111543,10312.4158469269,33514.2483799444,
PR,4124202,Santo Antônio do Caiuá,419.7844292048,700.8536394122,986.020992701,1247.8661154806,4325.3290378632,
PR,4124301,Santo Antônio do Paraíso,605.7966912476,1011.7114378262,1423.78444493,1286.8559373052,5053.9416298132,
PR,4124400,Santo Antônio do Sudoeste,3497.8893668044,4351.3414594583,6856.3105888408,4486.826362566,16638.4663343629,
PR,4124509,Santo Inácio,1265.3232757544,1877.8347034043,2348.394451625,2235.1687442412,5785.5610388861,
PR,4124608,São Carlos do Ivaí,1397.291434636,1155.4420536076,805.1321416717,1664.2875041601,9816.781567291,
PR,4124707,São Jerônimo da Serra,2471.2608800118,3584.4738806887,4381.1696141135,4210.6173622451,9175.7524459532,
PR,4124806,São João,1713.491332782,1925.0791646742,1822.5233294924,2398.4888493992,9133.9254658088,
PR,4124905,São João do Caiuá,1562.3563698722,1517.9181956476,1242.7233330704,1221.2258417245,4530.216876051,
PR,4125001,São João do Ivaí,1918.9846087551,3548.8401707816,5530.4339571387,6413.7056236044,17782.2347225808,
PR,4125100,São João do Triunfo,1088.8420474085,1621.0342502482,2033.6551906432,2089.4368247321,10779.9523663056,
PR,4125209,São Jorge d'Oeste,436.7517639182,1673.541718545,5403.7623300494,2744.0259070245,6336.3686919413,
PR,4125308,São Jorge do Ivaí,1654.8388177234,2060.2649151753,2161.4652371328,1737.819388938,3645.7656872313,
PR,4125357,São Jorge do Patrocínio,,,,1135.9133426877,3986.1420603085,
PR,4125407,São José da Boa Vista,111.020832075,315.9121288801,757.5057668913,792.5933730404,5595.9387946914,
PR,4125456,São José das Palmeiras,,,,,3854.599643402,
PR,4125506,São José dos Pinhais,23484.885975981,33970.89623177,41407.9160877636,43033.1238442845,203541.89997301,
PR,4125555,São Manoel do Paraná,,,,,2721.8311966354,
PR,4125605,São Mateus do Sul,6681.4640948755,7760.0926659896,7594.8639195971,6556.5767079995,28071.3115795369,
PR,4125704,São Miguel do Iguaçu,2329.3427408968,5092.7786791056,9382.8339734094,6694.9227403447,25711.6168153432,
PR,4125753,São Pedro do Iguaçu,,,,,9179.5144844577,
PR,4125803,São Pedro do Ivaí,976.4596390909,1753.06827295,2652.1689362773,2347.5533296117,6486.4428819789,
PR,4125902,São Pedro do Paraná,1357.1773038014,1486.3010395537,1371.6231165516,1320.0235449281,4812.6699947193,
PR,4126009,São Sebastião da Amoreira,1764.2886002881,2209.4502683011,2331.6139998722,2402.1994982365,9668.9330216196,
PR,4126108,São Tomé,487.6537680582,912.9701979226,1440.3214846399,1673.4975181291,6543.1183355713,
PR,4126207,Sapopema,299.9657198709,549.6420545078,848.684173335,1132.5609728719,5468.0009083063,
PR,4126256,Sarandi,,,,8888.9966330373,36659.3991036593,
PR,4126272,Saudade do Iguaçu,,,,,3673.8275188253,
PR,4126306,Sengés,2545.9381000774,4223.6978980181,5904.6706109897,3929.1544010016,21344.4232139417,
PR,4126355,Serranópolis do Iguaçu,,,,,,
PR,4126405,Sertaneja,2155.4799284018,3562.4812647723,4961.5687786407,4319.5374601264,12270.4499404552,
PR,4126504,Sertanópolis,1780.8369884653,4428.9952669837,9282.0538980762,5525.2444838377,12473.8830232315,
PR,4126603,Siqueira Campos,2759.8103067731,4068.937359676,5055.2262431208,4667.8615103131,9773.2186656914,
PR,4126652,Sulina,,,,,1752.968543983,
PR,4126678,Tamarana,,,,,,
PR,4126702,Tamboara,1013.8506174408,1337.8069471295,1487.5471657499,1420.5940854414,6774.4203980002,
PR,4126801,Tapejara,1263.1238064396,2094.2187273631,2925.8764164391,2563.235292243,8664.9168638075,
PR,4126900,Tapira,445.1306946408,613.7415043812,713.084941475,854.3379080982,4678.3706356914,
PR,4127007,Teixeira Soares,1350.8931057593,1879.0571328992,2202.5045075542,1832.5892050309,10565.2144625186,
PR,4127106,Telêmaco Borba,9551.5620772855,16691.2872997263,20341.6560697308,21850.7736291694,63489.5987445729,
PR,4127205,Terra Boa,2575.0548843386,3170.097963811,3288.6427458716,3692.7154198254,14505.8334837585,
PR,4127304,Terra Rica,4270.5315160669,3969.9805739057,3109.9446032278,2865.7061101012,10321.1056586002,
PR,4127403,Terra Roxa,5963.8086784805,9462.9978638539,4564.7697008198,2731.6767734013,11170.9393429116,
PR,4127502,Tibagi,4927.9633678928,5962.2972227386,6078.7963520289,4820.9364297432,15956.5349077459,
PR,4127601,Tijucas do Sul,1026.1048036227,1314.507563257,1419.0322928938,1430.4269009559,7446.095248859,
PR,4127700,Toledo,6967.2903691521,24714.1758706936,24678.0565919666,49356.633133271,113354.843094949,
PR,4127809,Tomazina,5066.0062515485,4578.1091795097,3486.297069451,4657.3431244156,14275.0445499645,
PR,4127858,Três Barras do Paraná,,,,773.4734577274,11152.8571497732,
PR,4127882,Tunas do Paraná,,,,,4085.4776649868,
PR,4127908,Tuneiras do Oeste,1270.4553708219,1794.6322314748,2136.2365150937,1584.2940032297,3505.6052067837,
PR,4127957,Tupãssi,,,,593.4825801571,9100.462574818,
PR,4127965,Turvo,,,,2311.3157696762,7856.4659028204,
PR,4128005,Ubiratã,2908.7458003681,5216.8793446344,7884.4905473599,5235.5808595219,13512.8344782612,
PR,4128104,Umuarama,15283.9027945529,24579.1293029188,33308.6125402049,38965.2155283268,170325.172485263,
PR,4128203,União da Vitória,16767.7066889001,24577.4033043971,30356.8108688038,26251.0973121669,89474.4221163858,
PR,4128302,Uniflor,819.2499514072,1216.5525494444,1522.3101502666,1834.5575910504,5062.6625008672,
PR,4128401,Uraí,4590.397196404,5612.8228019468,5783.2267256203,5418.2843515837,11891.8788177626,
PR,4128500,Wenceslau Braz,3868.8665245499,4354.6895228753,4130.3653347818,5102.8794769452,21772.767057081,
PR,4128534,Ventania,,,,,6912.3786638996,
PR,4128559,Vera Cruz do Oeste,,,,1038.0035400754,6323.1969619557,
PR,4128609,Verê,888.1666566009,896.9688880966,763.3401663177,898.6343211454,4606.0531498378,
PR,4128625,Vila Alta,,,,,6885.8764905792,
PR,4128633,Doutor Ulysses,,,,,4235.7803513426,
PR,4128658,Virmond,,,,,2174.1841742989,
PR,4128708,Vitorino,932.365516163,1141.7336587703,1178.1517353084,1613.8304768745,9739.1457530051,
PR,4128807,Xambrê,2568.5612130285,3595.3602501106,4240.8481886224,4214.3219615716,9812.2536280523,
PR,4199919,Assunguy de Cima,,,,,,
PR,4199929,Conchas,,,,,,
PR,4199939,Palmira,,,,,,
PR,4199949,Porto de Cima,,,,,,
RJ,3300100,Angra dos Reis,41758.2657917703,60210.693054961,77395.3470009953,103166.066330645,200609.670505678,
RJ,3300159,Aperibé,,,,,15638.3529925841,
RJ,3300209,Araruama,9036.6551493471,12867.5419191913,16334.0367271575,30040.9126793367,113193.618343899,
RJ,3300225,Areal,,,,,12436.5843150658,
RJ,3300233,Armação dos Búzios,,,,,,
RJ,3300258,Arraial do Cabo,,,,,65726.245227707,
RJ,3300308,Barra do Piraí,29167.9858317018,42336.6306357693,54781.7872124708,67575.0757013043,119300.126135089,
RJ,3300407,Barra Mansa,33315.5408925149,48172.8911949933,62096.7126153707,87314.5983606935,185000.257155118,
RJ,3300456,Belford Roxo,,,,,612634.085827947,
RJ,3300506,Bom Jardim,5996.8503412041,8773.6025718268,11443.0753727057,19899.1787764723,38609.7738752283,
RJ,3300605,Bom Jesus do Itabapoana,6856.7794975192,13646.7473982275,24212.9762338012,26606.4513174067,51281.7775000441,
